age,taille,sexe,niveau_activite,poids
14,177,Homme,Actif,75.3
38,183,Femme,Modéré,75.6
46,165,Femme,Actif,72.3
47,147,Homme,Sédentaire,50.3
28,144,Femme,Sédentaire,53.7
17,154,Homme,Actif,56.5
57,198,Homme,Modéré,64.6
54,155,Femme,Sédentaire,62.3
10,140,Homme,Actif,43.9
31,155,Femme,Modéré,52.5
61,176,Homme,Actif,70.8
26,142,Homme,Modéré,42.3
16,191,Homme,Modéré,82.7
34,186,Femme,Modéré,70.0
54,170,Homme,Modéré,74.6
13,152,Femme,Actif,50.0
45,195,Homme,Actif,79.3
15,155,Homme,Actif,46.2
69,194,Femme,Actif,85.8
40,182,Femme,Actif,74.7
28,160,Femme,Modéré,59.3
53,141,Femme,Sédentaire,37.6
63,193,Femme,Sédentaire,64.1
48,166,Homme,Actif,65.8
36,177,Homme,Actif,82.9
19,165,Femme,Sédentaire,51.5
35,197,Homme,Modéré,103.9
28,198,Homme,Actif,89.6
48,177,Homme,Modéré,68.9
12,185,Femme,Sédentaire,71.2
54,164,Homme,Sédentaire,48.0
22,150,Homme,Actif,56.2
59,147,Homme,Modéré,42.5
37,147,Femme,Actif,42.5
67,172,Homme,Sédentaire,73.9
29,192,Homme,Modéré,60.3
37,146,Femme,Actif,37.2
17,177,Femme,Actif,68.8
50,160,Homme,Actif,58.6
48,147,Homme,Sédentaire,50.7
10,190,Femme,Actif,76.2
12,193,Femme,Modéré,110.2
22,160,Femme,Actif,54.6
37,195,Femme,Sédentaire,81.0
66,159,Femme,Actif,49.6
69,147,Femme,Sédentaire,48.3
58,197,Femme,Sédentaire,92.5
34,185,Homme,Modéré,87.7
65,170,Femme,Modéré,50.7
42,189,Femme,Actif,76.0
47,196,Homme,Sédentaire,89.7
62,168,Femme,Sédentaire,67.1
15,187,Femme,Modéré,77.0
67,148,Homme,Modéré,51.8
53,154,Femme,Actif,46.4
54,169,Homme,Sédentaire,76.2
41,165,Homme,Modéré,68.0
54,149,Homme,Actif,39.9
56,168,Homme,Sédentaire,53.0
30,193,Femme,Sédentaire,70.2
25,155,Homme,Modéré,57.7
63,175,Homme,Actif,55.6
30,159,Femme,Modéré,53.1
20,184,Homme,Actif,79.1
69,193,Homme,Sédentaire,81.2
46,176,Homme,Actif,70.6
45,161,Homme,Actif,48.7
44,146,Femme,Actif,50.7
28,162,Homme,Actif,52.9
29,180,Femme,Actif,68.1
66,179,Femme,Modéré,72.8
27,168,Homme,Actif,63.0
56,155,Homme,Actif,53.0
50,177,Homme,Sédentaire,61.9
58,167,Homme,Actif,58.8
23,187,Femme,Sédentaire,77.0
24,177,Femme,Modéré,56.0
40,170,Femme,Modéré,59.6
10,153,Homme,Actif,54.2
62,192,Femme,Modéré,67.0
63,172,Homme,Actif,75.3
63,196,Homme,Modéré,99.1
12,148,Homme,Actif,40.0
25,196,Homme,Actif,100.2
32,166,Homme,Sédentaire,59.4
66,163,Femme,Sédentaire,61.8
20,152,Femme,Sédentaire,47.4
21,165,Homme,Sédentaire,67.4
19,168,Femme,Actif,65.5
41,190,Homme,Modéré,70.6
25,188,Homme,Actif,65.4
17,182,Homme,Sédentaire,58.4
47,167,Femme,Sédentaire,62.9
21,167,Homme,Modéré,66.1
33,147,Homme,Sédentaire,51.8
37,162,Femme,Actif,56.8
62,168,Femme,Actif,52.3
17,144,Femme,Actif,41.4
67,181,Homme,Actif,83.4
37,146,Homme,Actif,43.8
45,181,Femme,Modéré,73.5
35,175,Homme,Actif,57.5
17,180,Femme,Sédentaire,74.6
67,166,Femme,Sédentaire,56.8
69,197,Homme,Sédentaire,97.6
59,185,Homme,Sédentaire,83.2
37,141,Femme,Modéré,40.8
37,164,Femme,Sédentaire,58.1
46,148,Femme,Modéré,44.6
50,192,Femme,Sédentaire,65.4
45,166,Homme,Modéré,53.5
36,140,Femme,Modéré,44.3
63,162,Femme,Modéré,60.3
26,149,Femme,Sédentaire,49.8
18,181,Homme,Modéré,69.1
42,191,Homme,Actif,90.5
62,164,Femme,Actif,59.7
29,193,Homme,Sédentaire,89.8
22,142,Homme,Actif,33.6
37,145,Homme,Actif,31.5
57,197,Femme,Actif,88.7
38,145,Femme,Sédentaire,37.3
22,192,Homme,Sédentaire,78.8
55,141,Femme,Actif,41.9
44,197,Femme,Sédentaire,103.9
15,197,Homme,Modéré,90.0
27,157,Homme,Actif,55.5
60,162,Femme,Sédentaire,64.3
14,141,Homme,Sédentaire,45.9
56,151,Femme,Actif,47.0
34,161,Femme,Sédentaire,65.4
11,176,Homme,Actif,57.8
19,159,Femme,Sédentaire,58.1
65,178,Femme,Modéré,55.0
39,163,Homme,Actif,60.1
59,187,Homme,Modéré,79.0
68,159,Homme,Actif,68.3
54,140,Femme,Sédentaire,33.9
14,140,Homme,Modéré,39.6
64,156,Homme,Sédentaire,59.5
65,198,Homme,Actif,90.2
42,140,Homme,Actif,44.2
63,192,Femme,Actif,70.5
10,191,Femme,Actif,73.8
27,184,Homme,Actif,87.1
41,169,Femme,Modéré,62.4
56,180,Homme,Actif,74.9
58,186,Homme,Sédentaire,74.9
20,142,Femme,Modéré,37.2
30,185,Femme,Sédentaire,84.9
35,194,Homme,Actif,88.5
34,150,Homme,Sédentaire,65.1
31,163,Femme,Modéré,50.4
68,161,Homme,Modéré,63.4
36,183,Femme,Modéré,60.5
58,184,Homme,Sédentaire,76.1
22,165,Homme,Modéré,67.9
42,152,Femme,Sédentaire,36.5
43,140,Femme,Actif,41.9
50,163,Femme,Actif,54.0
44,149,Femme,Sédentaire,44.2
10,174,Femme,Modéré,70.1
30,163,Femme,Sédentaire,67.4
57,167,Femme,Sédentaire,60.2
64,175,Homme,Sédentaire,69.3
15,155,Homme,Actif,53.7
37,179,Homme,Sédentaire,70.5
26,155,Femme,Actif,45.0
14,198,Femme,Sédentaire,99.3
40,156,Femme,Actif,55.7
14,190,Homme,Sédentaire,83.7
47,193,Femme,Sédentaire,72.9
12,154,Femme,Modéré,48.9
62,155,Homme,Modéré,51.6
32,154,Femme,Sédentaire,41.3
46,196,Homme,Sédentaire,65.1
62,173,Homme,Sédentaire,60.4
46,150,Femme,Sédentaire,53.0
19,140,Femme,Modéré,39.3
19,154,Femme,Actif,44.9
28,165,Homme,Sédentaire,53.2
26,190,Homme,Modéré,74.5
30,143,Homme,Sédentaire,42.8
23,182,Femme,Sédentaire,94.4
18,144,Femme,Actif,52.2
55,174,Femme,Sédentaire,75.9
10,152,Femme,Sédentaire,58.9
60,149,Homme,Actif,42.2
54,150,Homme,Actif,41.2
22,157,Homme,Actif,46.0
13,173,Homme,Actif,77.8
10,178,Femme,Modéré,64.5
58,180,Femme,Modéré,59.1
49,181,Femme,Modéré,67.8
41,189,Homme,Sédentaire,76.0
43,162,Homme,Actif,59.9
37,146,Femme,Actif,48.5
40,198,Femme,Modéré,76.5
17,178,Homme,Sédentaire,76.2
48,142,Femme,Sédentaire,40.5
35,151,Homme,Sédentaire,49.1
67,146,Homme,Modéré,51.3
43,188,Homme,Sédentaire,71.0
63,165,Femme,Sédentaire,55.2
63,172,Femme,Sédentaire,70.3
12,176,Homme,Actif,60.2
68,187,Femme,Modéré,72.9
59,154,Homme,Actif,56.1
21,141,Homme,Actif,56.0
10,180,Homme,Modéré,77.2
63,146,Homme,Actif,49.9
53,171,Femme,Sédentaire,69.0
14,143,Homme,Sédentaire,38.4
39,159,Homme,Sédentaire,56.5
39,189,Femme,Sédentaire,78.3
68,192,Homme,Modéré,84.7
66,175,Homme,Actif,68.4
26,171,Femme,Actif,67.7
57,167,Femme,Sédentaire,58.7
56,152,Femme,Sédentaire,51.2
32,140,Homme,Actif,35.9
24,199,Femme,Modéré,83.3
46,195,Femme,Actif,99.5
30,174,Homme,Sédentaire,69.5
23,187,Homme,Sédentaire,76.7
11,169,Homme,Modéré,79.1
20,193,Homme,Actif,66.7
60,175,Homme,Modéré,57.2
48,196,Femme,Modéré,104.3
47,194,Femme,Sédentaire,83.3
69,164,Femme,Actif,57.2
43,155,Homme,Sédentaire,44.2
47,197,Homme,Actif,90.6
59,158,Homme,Sédentaire,59.0
43,140,Femme,Sédentaire,36.7
27,144,Femme,Actif,44.7
39,190,Homme,Actif,75.8
24,161,Femme,Sédentaire,59.0
36,163,Homme,Actif,49.5
60,182,Femme,Sédentaire,85.3
43,184,Femme,Actif,83.8
61,191,Femme,Sédentaire,76.3
66,176,Homme,Sédentaire,66.1
47,192,Femme,Sédentaire,79.6
42,175,Femme,Modéré,60.2
33,175,Homme,Actif,63.3
24,143,Femme,Sédentaire,43.3
69,175,Homme,Modéré,82.2
39,191,Homme,Sédentaire,90.6
64,192,Homme,Modéré,91.4
51,157,Homme,Sédentaire,57.0
60,189,Homme,Sédentaire,66.6
26,155,Femme,Modéré,52.6
14,180,Homme,Modéré,80.7
38,157,Homme,Actif,44.9
13,161,Homme,Actif,62.0
19,141,Homme,Modéré,57.6
65,160,Femme,Actif,64.5
26,175,Homme,Modéré,80.4
19,183,Femme,Actif,75.9
26,178,Homme,Sédentaire,78.9
69,186,Femme,Actif,68.7
29,178,Homme,Sédentaire,77.3
33,168,Homme,Sédentaire,67.6
14,193,Femme,Actif,85.2
43,165,Homme,Modéré,70.6
15,160,Femme,Sédentaire,52.2
62,156,Homme,Sédentaire,52.2
11,155,Femme,Actif,53.5
22,199,Homme,Modéré,74.9
52,170,Homme,Modéré,65.5
52,190,Femme,Actif,60.8
57,148,Homme,Modéré,55.1
20,170,Homme,Actif,64.0
60,153,Homme,Actif,47.8
56,188,Homme,Actif,68.9
66,176,Homme,Sédentaire,66.0
32,141,Homme,Sédentaire,47.8
64,191,Femme,Sédentaire,86.3
25,187,Femme,Actif,69.5
40,185,Femme,Sédentaire,66.6
20,153,Homme,Sédentaire,56.1
63,198,Femme,Sédentaire,77.8
25,172,Homme,Actif,65.6
17,174,Homme,Actif,67.7
13,197,Homme,Actif,89.0
49,178,Homme,Sédentaire,77.9
13,197,Femme,Modéré,70.7
65,186,Homme,Sédentaire,56.3
34,190,Femme,Sédentaire,73.3
12,159,Homme,Actif,69.3
41,141,Femme,Actif,55.8
12,190,Femme,Sédentaire,99.3
36,180,Femme,Sédentaire,69.4
38,158,Femme,Modéré,41.6
41,198,Femme,Modéré,58.8
59,176,Femme,Actif,62.4
67,157,Homme,Modéré,52.8
60,155,Femme,Modéré,62.2
28,143,Homme,Actif,50.3
30,151,Femme,Modéré,51.7
14,168,Homme,Sédentaire,54.6
27,146,Femme,Modéré,40.8
37,153,Femme,Actif,53.3
51,194,Homme,Sédentaire,90.7
31,151,Femme,Modéré,52.8
30,174,Femme,Sédentaire,57.2
15,144,Femme,Sédentaire,49.7
10,156,Homme,Modéré,56.6
14,197,Femme,Modéré,72.9
50,181,Homme,Actif,64.4
21,171,Femme,Actif,70.4
35,149,Femme,Sédentaire,47.3
55,182,Homme,Actif,88.7
43,156,Femme,Sédentaire,57.2
58,144,Femme,Sédentaire,42.6
23,184,Homme,Actif,74.4
35,181,Femme,Actif,72.7
54,148,Homme,Actif,43.4
36,188,Homme,Modéré,68.1
18,172,Homme,Sédentaire,71.3
35,175,Femme,Sédentaire,75.1
66,175,Homme,Sédentaire,72.9
56,157,Homme,Actif,65.4
66,148,Femme,Actif,44.6
31,196,Homme,Actif,103.8
56,168,Femme,Actif,54.5
65,189,Femme,Actif,67.7
39,153,Femme,Modéré,39.1
52,164,Femme,Actif,55.6
57,154,Homme,Sédentaire,48.6
26,145,Homme,Actif,49.6
35,195,Homme,Sédentaire,86.4
45,181,Homme,Actif,60.3
10,168,Homme,Actif,58.8
17,154,Femme,Sédentaire,49.5
58,168,Homme,Sédentaire,47.1
44,143,Homme,Sédentaire,39.0
61,157,Homme,Sédentaire,48.5
24,189,Femme,Modéré,93.9
56,196,Femme,Sédentaire,86.7
65,188,Homme,Actif,84.8
31,183,Femme,Actif,58.6
23,178,Homme,Modéré,81.1
35,155,Homme,Sédentaire,62.2
37,150,Femme,Actif,36.0
32,153,Femme,Modéré,46.5
23,142,Homme,Actif,47.4
33,190,Homme,Modéré,86.4
11,189,Femme,Modéré,71.3
54,181,Homme,Sédentaire,69.1
35,177,Femme,Modéré,63.3
23,184,Homme,Actif,75.6
68,181,Femme,Actif,83.8
65,157,Homme,Sédentaire,48.5
60,197,Homme,Sédentaire,97.0
16,159,Femme,Modéré,49.7
12,197,Homme,Sédentaire,75.5
56,187,Homme,Actif,85.5
32,164,Femme,Actif,66.6
55,196,Homme,Sédentaire,94.3
52,177,Homme,Sédentaire,56.6
56,152,Homme,Sédentaire,47.6
69,143,Femme,Modéré,50.0
54,194,Femme,Modéré,83.3
27,153,Femme,Actif,44.0
67,172,Homme,Modéré,69.2
47,167,Homme,Modéré,55.4
44,191,Homme,Modéré,99.9
60,176,Homme,Modéré,82.5
24,147,Femme,Actif,51.5
34,183,Homme,Sédentaire,87.3
64,173,Homme,Actif,66.4
46,183,Homme,Modéré,81.4
37,144,Femme,Sédentaire,54.8
19,193,Homme,Sédentaire,84.7
48,144,Homme,Sédentaire,44.0
66,170,Homme,Actif,48.8
26,184,Homme,Sédentaire,73.6
48,148,Homme,Actif,53.6
31,181,Femme,Actif,81.4
35,171,Homme,Modéré,68.8
53,172,Homme,Modéré,60.3
34,142,Homme,Sédentaire,32.4
26,169,Homme,Sédentaire,58.6
22,189,Homme,Modéré,75.3
29,151,Homme,Actif,48.0
34,168,Homme,Actif,67.3
13,142,Homme,Modéré,56.4
19,165,Homme,Actif,60.9
12,196,Homme,Modéré,82.0
50,169,Femme,Modéré,60.6
54,148,Femme,Sédentaire,49.0
27,165,Femme,Sédentaire,53.1
56,141,Femme,Modéré,44.5
45,142,Homme,Sédentaire,47.1
56,185,Femme,Modéré,77.4
31,143,Femme,Actif,47.8
43,164,Homme,Actif,62.7
56,190,Femme,Actif,60.2
17,152,Femme,Actif,55.2
49,178,Homme,Modéré,63.3
58,183,Homme,Actif,62.7
53,174,Homme,Actif,56.6
28,194,Femme,Actif,87.7
51,162,Femme,Actif,56.0
50,148,Homme,Modéré,37.1
46,141,Homme,Actif,46.6
15,193,Femme,Sédentaire,65.9
61,180,Homme,Sédentaire,72.6
35,183,Femme,Sédentaire,76.1
43,170,Homme,Sédentaire,71.3
68,183,Homme,Sédentaire,91.6
65,186,Femme,Sédentaire,61.9
68,141,Homme,Modéré,43.4
54,171,Homme,Sédentaire,61.9
15,157,Homme,Actif,57.4
46,152,Femme,Sédentaire,52.3
66,185,Homme,Modéré,71.7
42,144,Homme,Sédentaire,42.9
62,197,Homme,Actif,72.4
31,181,Homme,Actif,81.8
30,183,Homme,Modéré,78.3
15,149,Homme,Modéré,55.0
15,195,Femme,Modéré,80.1
64,182,Femme,Modéré,66.3
57,164,Homme,Sédentaire,50.5
13,173,Femme,Sédentaire,69.1
39,176,Femme,Actif,58.5
20,169,Homme,Modéré,78.7
39,146,Femme,Modéré,38.5
40,145,Femme,Sédentaire,48.0
33,193,Femme,Modéré,99.5
64,194,Femme,Actif,89.6
18,142,Femme,Actif,45.4
64,152,Femme,Modéré,44.1
12,142,Femme,Actif,36.0
60,165,Femme,Actif,66.2
40,196,Homme,Sédentaire,101.9
49,163,Homme,Actif,55.0
46,192,Femme,Modéré,68.5
45,145,Femme,Modéré,31.5
33,182,Homme,Actif,63.1
40,199,Femme,Modéré,85.8
15,197,Femme,Sédentaire,104.0
11,188,Homme,Actif,84.9
29,181,Homme,Actif,75.1
37,151,Homme,Actif,47.4
20,188,Femme,Modéré,71.6
13,175,Femme,Modéré,80.3
24,141,Homme,Actif,44.9
15,150,Homme,Modéré,35.3
63,178,Femme,Modéré,63.3
58,173,Homme,Actif,58.1
39,165,Femme,Actif,55.4
65,157,Femme,Modéré,58.4
47,160,Homme,Actif,55.5
60,175,Homme,Actif,66.7
66,179,Femme,Actif,83.1
11,191,Homme,Actif,72.6
24,185,Homme,Modéré,94.4
20,183,Homme,Actif,66.9
17,161,Homme,Sédentaire,57.7
35,192,Femme,Actif,78.0
60,198,Femme,Sédentaire,87.7
54,169,Femme,Actif,66.6
53,189,Femme,Sédentaire,83.2
14,182,Homme,Sédentaire,65.4
15,199,Homme,Actif,73.8
35,169,Femme,Actif,84.3
63,147,Femme,Actif,44.4
13,173,Homme,Sédentaire,72.1
28,196,Femme,Modéré,66.0
29,186,Femme,Modéré,73.2
42,148,Homme,Actif,47.4
29,190,Femme,Modéré,84.5
58,159,Homme,Modéré,37.9
21,179,Homme,Actif,72.1
56,164,Femme,Sédentaire,49.9
10,158,Homme,Actif,57.3
35,144,Femme,Modéré,39.2
23,150,Homme,Sédentaire,43.7
47,154,Femme,Modéré,50.2
46,147,Femme,Sédentaire,40.7
20,158,Femme,Modéré,51.4
45,162,Homme,Actif,48.3
22,166,Homme,Modéré,45.5
52,179,Femme,Modéré,80.3
12,171,Homme,Sédentaire,53.0
42,165,Femme,Modéré,58.4
15,166,Femme,Actif,66.8
59,158,Homme,Actif,50.3
65,189,Femme,Actif,69.7
19,181,Homme,Sédentaire,74.3
14,168,Femme,Sédentaire,71.6
32,178,Homme,Modéré,58.6
19,199,Femme,Modéré,85.3
53,180,Femme,Modéré,54.4
11,172,Homme,Sédentaire,61.6
22,158,Femme,Sédentaire,55.2
49,176,Femme,Modéré,60.2
11,158,Homme,Sédentaire,51.5
29,172,Femme,Sédentaire,52.6
10,186,Homme,Actif,76.9
46,155,Femme,Actif,60.5
18,162,Homme,Modéré,49.1
26,146,Femme,Modéré,42.9
18,165,Femme,Actif,64.0
20,171,Femme,Sédentaire,75.0
24,151,Homme,Modéré,39.9
33,147,Homme,Modéré,46.4
47,144,Homme,Modéré,47.4
64,181,Homme,Sédentaire,71.1
44,167,Femme,Actif,41.8
39,192,Femme,Modéré,86.6
40,144,Homme,Actif,55.1
58,188,Homme,Actif,79.0
14,165,Homme,Sédentaire,51.5
69,144,Femme,Sédentaire,42.4
53,161,Homme,Sédentaire,70.8
59,154,Homme,Sédentaire,58.6
23,152,Femme,Sédentaire,55.3
62,167,Femme,Sédentaire,64.3
65,172,Homme,Modéré,59.2
20,182,Femme,Actif,70.9
18,162,Homme,Sédentaire,57.1
43,172,Femme,Modéré,70.0
21,182,Homme,Actif,87.9
44,157,Homme,Sédentaire,62.5
44,189,Homme,Sédentaire,63.4
10,192,Homme,Modéré,83.6
49,169,Femme,Actif,69.1
31,165,Femme,Sédentaire,64.9
69,155,Femme,Actif,48.3
38,152,Femme,Modéré,71.0
17,178,Homme,Sédentaire,57.6
20,172,Homme,Actif,55.5
50,165,Femme,Modéré,61.8
46,187,Femme,Modéré,99.1
23,140,Femme,Sédentaire,38.2
69,188,Femme,Actif,74.9
39,177,Femme,Sédentaire,79.0
44,141,Homme,Sédentaire,43.6
30,188,Homme,Actif,74.2
46,145,Homme,Actif,49.8
14,185,Femme,Actif,78.1
28,189,Femme,Modéré,89.6
68,177,Femme,Modéré,81.1
23,181,Femme,Actif,75.1
35,163,Homme,Modéré,60.8
13,157,Homme,Sédentaire,55.8
34,166,Femme,Actif,64.7
54,180,Homme,Sédentaire,71.8
51,147,Homme,Actif,47.5
34,167,Femme,Sédentaire,71.4
27,149,Femme,Actif,58.9
49,156,Femme,Sédentaire,42.5
17,194,Femme,Actif,82.9
48,168,Femme,Actif,56.3
49,197,Femme,Modéré,81.8
23,145,Homme,Sédentaire,48.8
41,153,Homme,Modéré,56.2
60,161,Femme,Sédentaire,56.2
47,193,Homme,Modéré,60.6
42,145,Femme,Actif,40.2
32,165,Femme,Modéré,67.2
24,178,Femme,Modéré,47.5
42,151,Femme,Actif,58.3
34,174,Homme,Modéré,71.3
26,153,Femme,Actif,60.7
42,161,Homme,Sédentaire,55.5
56,190,Femme,Modéré,57.1
64,162,Femme,Actif,61.1
11,187,Femme,Actif,90.3
23,146,Homme,Modéré,52.8
62,179,Femme,Sédentaire,64.1
49,189,Femme,Modéré,79.5
49,164,Femme,Actif,54.9
60,152,Homme,Sédentaire,45.2
48,160,Homme,Modéré,63.7
60,180,Homme,Actif,59.6
15,149,Femme,Modéré,42.9
15,192,Homme,Sédentaire,68.9
12,194,Femme,Sédentaire,66.0
16,198,Homme,Sédentaire,88.0
60,148,Homme,Sédentaire,55.8
17,154,Femme,Sédentaire,50.9
51,191,Homme,Modéré,63.8
61,141,Femme,Sédentaire,48.7
24,164,Femme,Sédentaire,72.8
56,152,Homme,Actif,46.3
38,173,Femme,Sédentaire,61.5
42,190,Femme,Actif,85.0
61,197,Homme,Actif,104.3
39,173,Homme,Actif,61.2
48,174,Femme,Modéré,54.5
36,177,Homme,Modéré,74.9
45,142,Femme,Actif,49.2
38,181,Femme,Modéré,72.1
47,195,Homme,Sédentaire,77.3
66,198,Homme,Modéré,97.9
42,145,Homme,Sédentaire,49.6
46,194,Homme,Sédentaire,74.1
36,187,Femme,Modéré,77.4
64,188,Femme,Modéré,63.4
42,158,Homme,Actif,60.1
13,142,Homme,Modéré,42.8
31,157,Femme,Modéré,51.0
11,178,Femme,Modéré,69.4
19,148,Femme,Sédentaire,48.5
14,191,Femme,Sédentaire,90.1
68,151,Homme,Sédentaire,54.2
19,144,Femme,Actif,44.6
42,142,Femme,Actif,49.0
63,150,Homme,Actif,52.2
47,196,Femme,Sédentaire,79.6
22,169,Femme,Modéré,61.8
40,143,Homme,Actif,44.1
56,144,Homme,Actif,48.8
45,140,Homme,Sédentaire,41.0
54,166,Femme,Actif,57.4
33,167,Femme,Modéré,77.8
61,168,Homme,Sédentaire,70.0
65,157,Homme,Sédentaire,48.6
24,151,Femme,Modéré,54.1
38,152,Homme,Modéré,51.6
17,180,Homme,Modéré,75.1
14,141,Homme,Actif,44.6
38,176,Femme,Modéré,79.2
56,184,Femme,Sédentaire,78.0
13,155,Femme,Modéré,52.4
21,187,Femme,Sédentaire,87.9
54,163,Femme,Sédentaire,60.3
11,174,Femme,Actif,67.7
36,161,Homme,Modéré,59.5
40,175,Femme,Actif,66.5
60,150,Femme,Modéré,49.6
60,194,Homme,Modéré,76.2
45,197,Femme,Modéré,76.6
45,185,Femme,Modéré,65.0
35,168,Homme,Modéré,50.3
52,174,Homme,Sédentaire,58.6
36,187,Homme,Sédentaire,75.1
14,193,Femme,Modéré,83.1
29,154,Homme,Sédentaire,50.2
20,199,Femme,Actif,59.4
19,170,Femme,Actif,77.2
49,181,Femme,Actif,82.8
47,180,Femme,Modéré,75.6
15,182,Homme,Modéré,91.8
17,155,Homme,Sédentaire,45.8
32,149,Femme,Sédentaire,61.4
56,188,Homme,Sédentaire,67.5
35,171,Femme,Actif,66.4
55,190,Femme,Actif,65.6
52,141,Femme,Actif,43.8
21,163,Homme,Actif,61.5
35,162,Femme,Sédentaire,56.5
22,141,Femme,Modéré,48.0
49,177,Homme,Modéré,69.9
27,170,Homme,Actif,59.1
34,190,Homme,Modéré,73.3
42,179,Homme,Modéré,78.3
56,165,Femme,Modéré,54.6
49,168,Homme,Actif,69.8
69,142,Femme,Sédentaire,51.8
52,197,Homme,Sédentaire,66.0
21,153,Homme,Modéré,59.5
53,164,Homme,Sédentaire,75.8
45,187,Homme,Sédentaire,79.6
57,140,Homme,Actif,46.6
13,192,Homme,Actif,92.6
14,142,Femme,Modéré,42.7
65,193,Homme,Modéré,84.0
46,165,Homme,Modéré,49.2
17,157,Homme,Actif,55.3
51,148,Homme,Sédentaire,51.5
58,177,Femme,Actif,73.8
37,162,Homme,Actif,66.1
40,160,Homme,Sédentaire,50.4
67,196,Homme,Sédentaire,78.4
18,140,Homme,Modéré,54.3
63,160,Femme,Sédentaire,55.2
60,166,Homme,Sédentaire,62.3
38,181,Femme,Sédentaire,71.4
23,198,Homme,Sédentaire,76.6
49,145,Femme,Modéré,56.5
50,194,Femme,Modéré,76.8
31,183,Homme,Sédentaire,62.4
20,175,Homme,Sédentaire,63.2
32,167,Femme,Modéré,44.6
10,184,Femme,Modéré,67.9
55,156,Homme,Sédentaire,46.5
46,198,Femme,Actif,93.5
30,179,Femme,Modéré,64.0
35,197,Femme,Modéré,95.7
55,191,Homme,Modéré,95.6
45,142,Femme,Sédentaire,49.1
63,151,Femme,Sédentaire,48.7
32,178,Femme,Modéré,71.0
66,151,Homme,Sédentaire,39.7
10,141,Homme,Sédentaire,42.9
63,195,Femme,Modéré,73.8
64,185,Homme,Sédentaire,82.4
60,161,Femme,Actif,77.0
49,162,Homme,Sédentaire,61.7
24,169,Homme,Sédentaire,45.8
30,144,Femme,Modéré,43.4
56,148,Homme,Modéré,49.0
18,160,Homme,Actif,57.0
62,150,Homme,Sédentaire,44.6
18,144,Femme,Actif,47.1
19,174,Homme,Actif,55.3
61,166,Homme,Modéré,52.8
66,188,Femme,Sédentaire,84.6
62,141,Homme,Modéré,37.7
35,163,Homme,Actif,62.7
50,170,Homme,Actif,51.7
44,172,Homme,Modéré,80.7
61,178,Homme,Modéré,62.3
34,169,Femme,Modéré,60.9
35,185,Femme,Modéré,78.7
20,176,Homme,Modéré,62.9
47,190,Homme,Actif,81.0
11,167,Homme,Modéré,66.2
16,199,Femme,Sédentaire,98.5
27,170,Femme,Actif,70.4
36,150,Homme,Actif,48.3
43,162,Homme,Sédentaire,56.6
36,196,Femme,Sédentaire,111.6
26,141,Homme,Actif,49.4
52,179,Femme,Modéré,61.6
68,180,Femme,Actif,72.3
53,166,Homme,Actif,57.9
68,174,Femme,Sédentaire,65.4
60,141,Homme,Actif,36.4
63,178,Homme,Modéré,65.8
33,176,Homme,Sédentaire,85.0
34,160,Homme,Actif,60.8
16,197,Homme,Actif,58.2
61,144,Homme,Modéré,53.2
15,191,Femme,Actif,92.2
62,184,Femme,Actif,70.8
33,160,Femme,Actif,61.8
42,168,Femme,Actif,54.8
58,159,Homme,Modéré,52.1
38,177,Femme,Actif,83.0
52,159,Femme,Actif,53.6
31,189,Femme,Actif,58.5
35,164,Homme,Sédentaire,58.7
37,141,Femme,Modéré,43.3
59,196,Homme,Sédentaire,98.3
30,171,Femme,Sédentaire,64.5
58,165,Homme,Modéré,56.5
16,145,Homme,Sédentaire,52.8
26,180,Femme,Sédentaire,72.5
29,196,Homme,Sédentaire,75.9
50,142,Homme,Modéré,51.3
58,172,Femme,Actif,66.8
29,140,Femme,Modéré,43.1
63,190,Femme,Modéré,81.3
31,144,Homme,Modéré,39.0
37,152,Homme,Sédentaire,47.2
49,158,Homme,Actif,54.9
58,151,Femme,Modéré,48.8
16,187,Homme,Modéré,90.3
10,164,Homme,Actif,60.9
41,196,Homme,Actif,94.4
22,190,Homme,Actif,79.5
39,174,Homme,Sédentaire,76.2
32,151,Homme,Actif,52.9
60,169,Homme,Sédentaire,62.9
68,144,Femme,Modéré,45.5
65,173,Femme,Sédentaire,57.3
28,161,Femme,Actif,61.0
41,178,Homme,Sédentaire,69.3
39,152,Homme,Actif,47.3
38,196,Femme,Sédentaire,97.3
58,186,Homme,Modéré,63.1
54,193,Femme,Sédentaire,77.2
38,142,Homme,Modéré,50.6
39,199,Homme,Actif,90.9
25,192,Femme,Modéré,80.6
49,159,Femme,Actif,57.5
28,170,Femme,Actif,65.1
27,144,Femme,Modéré,36.2
10,163,Femme,Modéré,55.7
23,179,Homme,Sédentaire,86.0
60,193,Homme,Sédentaire,74.6
56,172,Homme,Modéré,62.3
59,147,Femme,Modéré,44.0
11,163,Femme,Modéré,57.8
63,189,Femme,Modéré,72.3
37,159,Femme,Actif,59.3
58,199,Femme,Modéré,89.5
59,155,Femme,Modéré,58.4
39,189,Homme,Modéré,67.3
47,191,Homme,Modéré,76.5
60,151,Homme,Actif,48.6
13,152,Homme,Sédentaire,54.0
10,184,Homme,Sédentaire,66.4
17,181,Femme,Sédentaire,81.1
38,178,Femme,Sédentaire,81.0
64,164,Femme,Sédentaire,51.2
48,185,Femme,Actif,70.3
12,171,Femme,Sédentaire,59.7
